state,transaction_year,districts,quater,transaction_count,transaction_amount
haryana,2023,Gurgaon,2,24907002,26812160057
haryana,2023,Gurgaon,2,17622968,16160206563
haryana,2023,Faridabad,2,17449013,22905929430
haryana,2023,Faridabad,2,12219099,14350392287
haryana,2023,Gurgaon,2,12094043,10297238616
haryana,2023,Gurgaon,2,11510953,10940336410
haryana,2023,Faridabad,2,11462412,16971067322
haryana,2023,Gurgaon,2,11101618,13745157503
haryana,2023,Faridabad,2,9874516,14489429407
haryana,2023,Gurgaon,2,9700977,7944420455
haryana,2023,gurugram,1,139674963,1.49429E+11
haryana,2023,faridabad,1,53175744,76414257465
haryana,2023,mewat,1,19821886,34386439914
haryana,2023,rewari,1,19315925,31293744915
haryana,2023,palwal,1,18488944,29954221651
haryana,2023,sonipat,1,14926351,27671143422
haryana,2023,hisar,1,13701000,30219366691
haryana,2023,jhajjar,1,12217709,23051039608
haryana,2023,panipat,1,10810722,20832156394
haryana,2023,mahendragarh,1,9912656,20183169351
haryana,2023,Gurgaon,1,20615058,23793998024
haryana,2023,Faridabad,1,14647199,20883144494
haryana,2023,Gurgaon,1,14547437,14211729043
haryana,2023,Faridabad,1,10430985,13270331224
haryana,2023,Gurgaon,1,10061978,9311440879
haryana,2023,Faridabad,1,9602941,15454915902
haryana,2023,Gurgaon,1,9476905,9657026183
haryana,2023,Gurgaon,1,9138417,12326532331
haryana,2023,Faridabad,1,8547847,13588864346
haryana,2023,Gurgaon,1,8256021,7339800099
haryana,2020,gurugram,3,18098421,23437360422
haryana,2020,faridabad,3,8700173,13490214443
haryana,2020,rewari,3,3041169,5346067429
haryana,2020,sonipat,3,2922945,7024743099
haryana,2020,palwal,3,2672871,4869775359
haryana,2020,panipat,3,2334545,5809998641
haryana,2020,hisar,3,2209518,5761605478
haryana,2020,mewat,3,2107221,5099537213
haryana,2020,karnal,3,1955755,4578348863
haryana,2020,rohtak,3,1740356,4643691558
haryana,2020,Gurgaon,3,2750040,3736046140
haryana,2020,Faridabad,3,2053928,3228620246
haryana,2020,Gurgaon,3,1981736,3394885970
haryana,2020,Faridabad,3,1700050,2309907148
haryana,2020,Gurgaon,3,1555592,1695575689
haryana,2020,Gurgaon,3,1489017,1612712259
haryana,2020,Sonipat,3,1480219,3915627782
haryana,2020,Faridabad,3,1415060,2449818178
haryana,2020,Faridabad,3,1384943,2303315108
haryana,2020,Faridabad,3,1337518,2400460565
haryana,2020,gurugram,4,28192581,35629614077
haryana,2020,faridabad,4,12149079,19603646063
haryana,2020,rewari,4,4329508,8169865745
haryana,2020,sonipat,4,3721622,9010603702
haryana,2020,palwal,4,3692902,7333424919
haryana,2020,hisar,4,3190398,8738948859
haryana,2020,panipat,4,3059943,7874714736
haryana,2020,mewat,4,2948645,7484819525
haryana,2020,karnal,4,2527301,6152410696
haryana,2020,jhajjar,4,2429140,5544973431
haryana,2020,Gurgaon,4,4178803,5577129264
haryana,2020,Gurgaon,4,2942150,4657968623
haryana,2020,Faridabad,4,2927164,4900191242
haryana,2020,Gurgaon,4,2505152,2626648950
haryana,2020,Faridabad,4,2423115,3461817064
haryana,2020,Gurgaon,4,2218449,2493078126
haryana,2020,Faridabad,4,1991396,3435441720
haryana,2020,Faridabad,4,1973371,3709174657
haryana,2020,Gurgaon,4,1817807,2080395784
haryana,2020,Faridabad,4,1658861,2966290679
haryana,2020,gurugram,2,11284856,14426170121
haryana,2020,faridabad,2,5775792,8177450074
haryana,2020,palwal,2,2090627,3788124543
haryana,2020,sonipat,2,2067865,5016220638
haryana,2020,rohtak,2,2050920,5946541939
haryana,2020,rewari,2,2022132,3582603329
haryana,2020,panipat,2,2011582,5207544727
haryana,2020,hisar,2,1644838,4146210408
haryana,2020,karnal,2,1629574,4045109843
haryana,2020,mewat,2,1598705,3658746772
haryana,2020,Gurgaon,2,1787578,2362256339
haryana,2020,Rohtak,2,1535139,4695159344
haryana,2020,Faridabad,2,1431346,2078331204
haryana,2020,Gurgaon,2,1319926,2300931577
haryana,2020,Faridabad,2,1307232,1587793506
haryana,2020,Panipat,2,1224161,3645484787
haryana,2020,Faridabad,2,1063421,1815882008
haryana,2020,Gurgaon,2,1052364,1060760818
haryana,2020,Sonipat,2,1038150,2903593989
haryana,2020,Faridabad,2,910818,1395961307
haryana,2020,gurugram,1,16484737,21152356889
haryana,2020,faridabad,1,5840117,8881105700
haryana,2020,sonipat,1,2016893,5091258326
haryana,2020,rohtak,1,1803076,5175066327
haryana,2020,panipat,1,1781967,4661669007
haryana,2020,rewari,1,1747564,3142595798
haryana,2020,palwal,1,1613263,3109146807
haryana,2020,karnal,1,1579733,4003478769
haryana,2020,hisar,1,1533724,3820470010
haryana,2020,mewat,1,1241283,3154872672
haryana,2020,Gurgaon,1,2518796,3354781268
haryana,2020,Gurgaon,1,1915654,2090009620
haryana,2020,Gurgaon,1,1598872,2914095033
haryana,2020,Rohtak,1,1380556,4143138710
haryana,2020,Faridabad,1,1349793,2101900964
haryana,2020,Gurgaon,1,1268953,1255223100
haryana,2020,Faridabad,1,1226004,1698759222
haryana,2020,Gurgaon,1,1219398,1314632823
haryana,2020,Sonipat,1,1108960,3223842731
haryana,2020,Panipat,1,1090760,3197522434
haryana,2022,gurugram,3,87103856,99360193857
haryana,2022,faridabad,3,31002825,46163415393
haryana,2022,sonipat,3,16738938,29152136082
haryana,2022,hisar,3,15314209,30005386061
haryana,2022,panipat,3,13837300,24633921101
haryana,2022,rewari,3,12015067,19436985213
haryana,2022,palwal,3,11032395,17956834812
haryana,2022,mewat,3,10832560,19134475751
haryana,2022,rohtak,3,9939686,18965127888
haryana,2022,karnal,3,9139842,16912349322
haryana,2022,Gurgaon,3,14938659,21582716226
haryana,2022,Gurgaon,3,11374422,13541621760
haryana,2022,Panipat,3,9376357,16261252852
haryana,2022,Sonipat,3,9041722,15566507437
haryana,2022,Gurgaon,3,8007122,8028492850
haryana,2022,Faridabad,3,7911550,11525725718
haryana,2022,Hisar,3,7377226,12776861548
haryana,2022,Faridabad,3,6254963,10107177217
haryana,2022,Rohtak,3,6112872,11221511163
haryana,2022,Faridabad,3,5709734,9104449464
haryana,2022,gurugram,4,92493335,1.07047E+11
haryana,2022,faridabad,4,33161524,49923713557
haryana,2022,sonipat,4,17683407,32605509131
haryana,2022,hisar,4,16862076,34368965297
haryana,2022,rohtak,4,14350357,27248544247
haryana,2022,rewari,4,13324092,22585777500
haryana,2022,palwal,4,13114018,21856737362
haryana,2022,panipat,4,12217738,23682687584
haryana,2022,karnal,4,12214724,23383107604
haryana,2022,mewat,4,11181774,20507941018
haryana,2022,Gurgaon,4,15996511,23272769045
haryana,2022,Gurgaon,4,12025123,14478193029
haryana,2022,Rohtak,4,11388444,20420082343
haryana,2022,Sonipat,4,10902442,19735294352
haryana,2022,Hisar,4,9588910,17247896359
haryana,2022,Gurgaon,4,8447312,8583794406
haryana,2022,Karnal,4,8437665,15318137190
haryana,2022,Faridabad,4,8395551,12517719769
haryana,2022,Faridabad,4,8058491,13028821224
haryana,2022,Panipat,4,7470318,14211929063
haryana,2022,gurugram,2,79880852,92145454120
haryana,2022,faridabad,2,30409719,48406473821
haryana,2022,sonipat,2,11943138,22987659570
haryana,2022,rewari,2,11224593,19046645608
haryana,2022,panipat,2,10820296,21066063901
haryana,2022,mewat,2,10609222,20575618596
haryana,2022,palwal,2,9782307,17323076798
haryana,2022,hisar,2,8798889,20864338832
haryana,2022,rohtak,2,7714114,16685032555
haryana,2022,karnal,2,7462000,14355989092
haryana,2022,Gurgaon,2,11491350,16033485784
haryana,2022,Gurgaon,2,10746148,13340124680
haryana,2022,Faridabad,2,7541491,11635177822
haryana,2022,Gurgaon,2,7526684,7647480689
haryana,2022,Panipat,2,6745204,12816736357
haryana,2022,Sonipat,2,6009247,11460764748
haryana,2022,Faridabad,2,5591996,10542237340
haryana,2022,Faridabad,2,5492258,7581776678
haryana,2022,Gurgaon,2,5362365,5206030458
haryana,2022,Rohtak,2,5115219,10455337929
haryana,2022,gurugram,1,63282822,77508209557
haryana,2022,faridabad,1,25918817,42896865211
haryana,2022,sonipat,1,9614092,19484490398
haryana,2022,rewari,1,9346086,16678823765
haryana,2022,panipat,1,9264902,19020193909
haryana,2022,mewat,1,8788025,17806136969
haryana,2022,palwal,1,8401353,15280812571
haryana,2022,hisar,1,7216543,18068574001
haryana,2022,rohtak,1,6268896,14421297234
haryana,2022,karnal,1,6097787,12324299905
haryana,2022,Gurgaon,1,9497946,14052592432
haryana,2022,Gurgaon,1,8481038,11065424795
haryana,2022,Faridabad,1,6413395,10327200068
haryana,2022,Panipat,1,5895774,11868051901
haryana,2022,Gurgaon,1,5481562,5941559633
haryana,2022,Sonipat,1,4815373,9722356550
haryana,2022,Faridabad,1,4722543,9322378335
haryana,2022,Faridabad,1,4703756,6681893708
haryana,2022,Gurgaon,1,4470641,4593483268
haryana,2022,Faridabad,1,4397860,7851533170
haryana,2019,gurugram,3,11843666,15022524505
haryana,2019,faridabad,3,4701377,5869168552
haryana,2019,rewari,3,1206241,2010833862
haryana,2019,rohtak,3,1158516,3225248553
haryana,2019,panipat,3,1155825,2901827843
haryana,2019,sonipat,3,1066029,2495689740
haryana,2019,palwal,3,1061268,1687988450
haryana,2019,hisar,3,1055411,2558826215
haryana,2019,karnal,3,991286,2467996779
haryana,2019,jhajjar,3,755297,1642655006
haryana,2019,Gurgaon,3,1877930,2432566276
haryana,2019,Gurgaon,3,1399250,1573185483
haryana,2019,Gurgaon,3,1207075,1953673221
haryana,2019,Faridabad,3,977444,1275466113
haryana,2019,Faridabad,3,938636,1113320557
haryana,2019,Gurgaon,3,885166,904423422.2
haryana,2019,Rohtak,3,865290,2531866859
haryana,2019,Gurgaon,3,863587,944248709.6
haryana,2019,Faridabad,3,847780,1067565491
haryana,2019,Gurgaon,3,692403,925742530.7
haryana,2019,gurugram,4,14935865,19000424238
haryana,2019,faridabad,4,5358174,7782346424
haryana,2019,rewari,4,1538398,2831585560
haryana,2019,panipat,4,1437677,3870819295
haryana,2019,rohtak,4,1428337,4158625642
haryana,2019,sonipat,4,1368457,3347168253
haryana,2019,hisar,4,1309901,3351369913
haryana,2019,karnal,4,1280457,3322975422
haryana,2019,palwal,4,1273274,2370503274
haryana,2019,jhajjar,4,965474,2147473030
haryana,2019,Gurgaon,4,2314018,3045015312
haryana,2019,Gurgaon,4,1769062,1943714722
haryana,2019,Gurgaon,4,1424982,2468846799
haryana,2019,Faridabad,4,1156537,1751147694
haryana,2019,Gurgaon,4,1146861,1144189943
haryana,2019,Gurgaon,4,1128922,1182540897
haryana,2019,Faridabad,4,1104524,1472893260
haryana,2019,Rohtak,4,1065817,3256517916
haryana,2019,Faridabad,4,945366,1410963052
haryana,2019,Gurgaon,4,916246,1174287256
haryana,2019,gurugram,2,8386864,11575310786
haryana,2019,faridabad,2,3523377,4505940224
haryana,2019,rohtak,2,1096201,2813329871
haryana,2019,panipat,2,1019615,2473242371
haryana,2019,rewari,2,889511,1639474281
haryana,2019,sonipat,2,888795,2100408323
haryana,2019,karnal,2,814251,2062725762
haryana,2019,hisar,2,761001,2054472611
haryana,2019,palwal,2,741633,1293085678
haryana,2019,jhajjar,2,569289,1308026489
haryana,2019,Gurgaon,2,1302753,1838034559
haryana,2019,Gurgaon,2,940668,1554503851
haryana,2019,Gurgaon,2,911727,1139371159
haryana,2019,Rohtak,2,877416,2246456122
haryana,2019,Faridabad,2,698826,976470113.4
haryana,2019,Faridabad,2,677850,828275878.5
haryana,2019,Panipat,2,670081,1712719370
haryana,2019,Faridabad,2,667041,825738565.2
haryana,2019,Gurgaon,2,640667,724809910.8
haryana,2019,Gurgaon,2,564646,787573380.5
haryana,2019,gurugram,1,8723777,10558099867
haryana,2019,faridabad,1,4020631,4128377201
haryana,2019,rewari,1,992599,1395914440
haryana,2019,palwal,1,719323,1032542809
haryana,2019,hisar,1,703750,1656524676
haryana,2019,sonipat,1,699422,1419939621
haryana,2019,panipat,1,685081,1414874465
haryana,2019,karnal,1,589011,1295083691
haryana,2019,rohtak,1,575222,1345411743
haryana,2019,jhajjar,1,548076,1042049466
haryana,2019,Gurgaon,1,1279353,1610690539
haryana,2019,Gurgaon,1,880058,1428264666
haryana,2019,Gurgaon,1,817073,794561733.7
haryana,2019,Gurgaon,1,789141,1002099488
haryana,2019,Faridabad,1,769266,741073594
haryana,2019,Gurgaon,1,744648,703042567.6
haryana,2019,Faridabad,1,720302,831357876.6
haryana,2019,Faridabad,1,708251,704068641
haryana,2019,Gurgaon,1,662645,612469489.3
haryana,2019,Faridabad,1,553358,468262845.4
bihar,2018,patna,3,3360157,3873142431
bihar,2018,muzaffarpur,3,959708,1265457842
bihar,2018,gaya,3,919453,893929004
bihar,2018,nalanda,3,896006,768203889.8
bihar,2018,rohtas,3,701262,668806719.3
bihar,2018,purbi champaran,3,544285,921447417.6
bihar,2018,pashchim champaran,3,427544,778844053
bihar,2018,vaishali,3,427385,660314110.8
bihar,2018,bhagalpur,3,422204,579615297.8
bihar,2018,darbhanga,3,413648,764466707.8
bihar,2018,Patna,3,665118,534610346.8
bihar,2018,Patna,3,456327,682307785.8
bihar,2018,Patna,3,446790,456664134.7
bihar,2018,Gaya,3,212925,150070734.3
bihar,2018,Patna,3,206452,216392120.7
bihar,2018,Gaya,3,197591,199191313.7
bihar,2018,Nalanda,3,190750,149096760.4
bihar,2018,East Champaran,3,179174,236464210.7
bihar,2018,Gaya,3,175214,142041738.2
bihar,2018,Rohtas,3,161490,155866915.5
bihar,2018,patna,4,3256138,4907266831
bihar,2018,muzaffarpur,4,886640,1682571935
bihar,2018,purbi champaran,4,732175,1458571864
bihar,2018,gaya,4,724866,1079658571
bihar,2018,nalanda,4,666931,846144772.8
bihar,2018,pashchim champaran,4,582470,1215256333
bihar,2018,rohtas,4,534230,818426211.8
bihar,2018,samastipur,4,529944,1020002681
bihar,2018,vaishali,4,522642,964760831.6
bihar,2018,darbhanga,4,515957,1142706538
bihar,2018,Patna,4,609082,621980077.2
bihar,2018,Patna,4,473734,895379122.2
bihar,2018,Patna,4,374925,529771138.9
bihar,2018,East Champaran,4,214245,350163438.1
bihar,2018,Patna,4,174944,246617786.3
bihar,2018,Gaya,4,147970,238003492.2
bihar,2018,West Champaran,4,141044,280612315.1
bihar,2018,Gaya,4,127993,135362803.9
bihar,2018,Nalanda,4,117853,144230280.9
bihar,2018,Patna,4,114208,204782186.7
bihar,2018,patna,2,1650942,2328839156
bihar,2018,muzaffarpur,2,554675,841276317.7
bihar,2018,purbi champaran,2,373033,650452550.6
bihar,2018,gaya,2,324390,438042055.8
bihar,2018,darbhanga,2,322140,569573309.7
bihar,2018,samastipur,2,316985,502582636
bihar,2018,vaishali,2,316405,471071129.4
bihar,2018,nalanda,2,306468,368156034.4
bihar,2018,pashchim champaran,2,305553,542379988.9
bihar,2018,madhubani,2,286112,554829469.6
bihar,2018,Patna,2,289074,284053575
bihar,2018,Patna,2,251222,436289857.3
bihar,2018,Patna,2,184124,255946632.6
bihar,2018,East Champaran,2,105036,162911019.7
bihar,2018,Patna,2,87771,116753830.3
bihar,2018,West Champaran,2,78684,121397716.5
bihar,2018,Patna,2,77783,119762207
bihar,2018,Muzaffarpur,2,74853,120529274.2
bihar,2018,Gaya,2,71312,105788794.4
bihar,2018,Samastipur,2,67307,106553126.6
bihar,2018,patna,1,1197281,1282492051
bihar,2018,muzaffarpur,1,388401,394717112.6
bihar,2018,purbi champaran,1,254643,264192918.5
bihar,2018,gaya,1,231873,227470166.1
bihar,2018,samastipur,1,222241,213634124.8
bihar,2018,darbhanga,1,217364,224628301.6
bihar,2018,pashchim champaran,1,215866,236190496.6
bihar,2018,nalanda,1,208901,190613486
bihar,2018,vaishali,1,201678,211794626.3
bihar,2018,rohtas,1,201231,181378995
bihar,2018,Patna,1,212121,159171214.4
bihar,2018,Patna,1,177256,242740752.9
bihar,2018,Patna,1,129071,141719795.5
bihar,2018,East Champaran,1,76416,76205305.71
bihar,2018,Patna,1,73983,86113679.89
bihar,2018,Patna,1,63136,65482638.46
bihar,2018,Muzaffarpur,1,57670,62632203.02
bihar,2018,West Champaran,1,56011,62629397.88
bihar,2018,Gaya,1,51768,56179994.08
bihar,2018,Muzaffarpur,1,46883,60539500.78
bihar,2021,patna,3,65085179,1.20378E+11
bihar,2021,muzaffarpur,3,8663460,19088505214
bihar,2021,purbi champaran,3,7528149,17061553144
bihar,2021,siwan,3,6975763,14555326813
bihar,2021,bhagalpur,3,6299248,12979510130
bihar,2021,gaya,3,5929649,12593071266
bihar,2021,darbhanga,3,5791524,12557911471
bihar,2021,pashchim champaran,3,5626291,12052580759
bihar,2021,madhubani,3,5236281,11442243635
bihar,2021,saran,3,4909074,10653230755
bihar,2021,Patna,3,49086869,90644799090
bihar,2021,Siwan,3,3136176,6373472508
bihar,2021,Bhagalpur,3,2391694,4501959195
bihar,2021,Patna,3,2154675,2746295026
bihar,2021,Muzaffarpur,3,2020953,4045865094
bihar,2021,Patna,3,1925842,3513843210
bihar,2021,East Champaran,3,1804737,3566298125
bihar,2021,Purnia,3,1606525,3058885710
bihar,2021,West Champaran,3,1511332,2977354344
bihar,2021,Darbhanga,3,1447174,2771835532
bihar,2021,patna,4,81765610,1.51293E+11
bihar,2021,muzaffarpur,4,11287438,25294883683
bihar,2021,purbi champaran,4,9979391,22867973831
bihar,2021,siwan,4,9398007,20337077707
bihar,2021,bhagalpur,4,8447521,17306243346
bihar,2021,gaya,4,7707242,16641218690
bihar,2021,pashchim champaran,4,7557978,16286679058
bihar,2021,darbhanga,4,7502523,16126372900
bihar,2021,madhubani,4,7114778,15424171781
bihar,2021,saran,4,6615773,15141561808
bihar,2021,Patna,4,61784983,1.13485E+11
bihar,2021,Siwan,4,4134836,8617697171
bihar,2021,Bhagalpur,4,3254302,6156915115
bihar,2021,Patna,4,2762725,3444674915
bihar,2021,Muzaffarpur,4,2561099,5234830929
bihar,2021,East Champaran,4,2321752,4686759487
bihar,2021,Patna,4,2294503,4227392431
bihar,2021,Purnia,4,2071847,3903483961
bihar,2021,West Champaran,4,2009563,3957453691
bihar,2021,Darbhanga,4,1833248,3523049809
bihar,2021,patna,2,53400850,1.14936E+11
bihar,2021,muzaffarpur,2,6872504,17019791091
bihar,2021,purbi champaran,2,6300129,15889825388
bihar,2021,bhagalpur,2,5068435,11733711173
bihar,2021,darbhanga,2,4739297,11767784405
bihar,2021,gaya,2,4732185,11427447209
bihar,2021,siwan,2,4705097,11418849549
bihar,2021,madhubani,2,4695466,11634612115
bihar,2021,pashchim champaran,2,4672176,11234841878
bihar,2021,saran,2,4392087,10815034969
bihar,2021,Patna,2,42836603,91781680811
bihar,2021,Bhagalpur,2,1958899,4209745461
bihar,2021,Muzaffarpur,2,1370353,3140135185
bihar,2021,East Champaran,2,1210441,2882777814
bihar,2021,Siwan,2,1204361,2914409126
bihar,2021,Patna,2,1161642,2546006675
bihar,2021,Purnia,2,1152369,2512968861
bihar,2021,West Champaran,2,1057650,2452007262
bihar,2021,Patna,2,963330,1633775909
bihar,2021,Darbhanga,2,960198,2211938496
bihar,2021,patna,1,41272981,88998693556
bihar,2021,muzaffarpur,1,5221017,13070944463
bihar,2021,purbi champaran,1,4379932,11804741355
bihar,2021,gaya,1,3790466,8943163048
bihar,2021,bhagalpur,1,3729907,8757585232
bihar,2021,darbhanga,1,3456999,8967471837
bihar,2021,pashchim champaran,1,3418382,9047860514
bihar,2021,madhubani,1,3251471,8809359759
bihar,2021,saran,1,3020459,7424026781
bihar,2021,samastipur,1,2833659,7326852419
bihar,2021,Patna,1,30937663,68071234954
bihar,2021,Patna,1,1445408,2044215999
bihar,2021,Bhagalpur,1,1294407,2974824725
bihar,2021,Patna,1,1280068,2479435418
bihar,2021,Muzaffarpur,1,1073211,2482912331
bihar,2021,East Champaran,1,1055075,2464758940
bihar,2021,West Champaran,1,880745,2088193314
bihar,2021,Purnia,1,875185,1958403081
bihar,2021,Darbhanga,1,807152,1824715535
bihar,2021,Gaya,1,796129,1672251871
bihar,2023,patna,2,86311917,1.30723E+11
bihar,2023,purbi champaran,2,41126238,71129044926
bihar,2023,muzaffarpur,2,36854628,66973720424
bihar,2023,pashchim champaran,2,29419863,49527742510
bihar,2023,gaya,2,28494001,52818315995
bihar,2023,madhubani,2,25118136,46338955995
bihar,2023,saran,2,25029090,44329380967
bihar,2023,darbhanga,2,24714109,44529831252
bihar,2023,samastipur,2,24164490,42663933231
bihar,2023,purnia,2,23962134,43347802163
bihar,2023,Patna,2,14924753,20861625980
bihar,2023,Patna,2,11771164,10097990560
bihar,2023,East Champaran,2,9044284,14491292224
bihar,2023,Patna,2,7631921,11465504773
bihar,2023,West Champaran,2,7431206,11964661737
bihar,2023,Gaya,2,5203980,8852649375
bihar,2023,Darbhanga,2,4399169,7024710991
bihar,2023,Muzaffarpur,2,4232893,8551507156
bihar,2023,Purnia,2,4221329,6300475801
bihar,2023,Sitamarhi,2,4219138,7186457770
bihar,2023,patna,1,69820541,1.12521E+11
bihar,2023,purbi champaran,1,32313824,60944611798
bihar,2023,muzaffarpur,1,28886927,56400533688
bihar,2023,pashchim champaran,1,24252692,44729618090
bihar,2023,gaya,1,23452237,47501890223
bihar,2023,madhubani,1,20101659,38852004241
bihar,2023,darbhanga,1,19794010,37292632745
bihar,2023,purnia,1,18584968,34053061521
bihar,2023,samastipur,1,18568228,35295604286
bihar,2023,saran,1,18242895,34998196534
bihar,2023,Patna,1,12179084,18175841558
bihar,2023,Patna,1,8981111,8691645530
bihar,2023,East Champaran,1,7325467,12482442097
bihar,2023,Patna,1,6277211,9808741960
bihar,2023,West Champaran,1,6148081,10416635802
bihar,2023,Gaya,1,4279539,7848446442
bihar,2023,Darbhanga,1,3659869,6116916689
bihar,2023,Muzaffarpur,1,3400238,7283850717
bihar,2023,Purnia,1,3377283,5244947666
bihar,2023,Sitamarhi,1,3320379,6193587920
bihar,2020,patna,3,20716631,53687192630
bihar,2020,muzaffarpur,3,3476178,8200376319
bihar,2020,purbi champaran,3,3014805,7082795603
bihar,2020,gaya,3,2533169,5418904172
bihar,2020,madhubani,3,2378853,5502534112
bihar,2020,darbhanga,3,2323627,5614591300
bihar,2020,bhagalpur,3,2291210,5919155398
bihar,2020,pashchim champaran,3,2269399,5255815898
bihar,2020,saran,3,2089459,4722794813
bihar,2020,vaishali,3,2036376,4585312142
bihar,2020,Patna,3,14656027,41210183921
bihar,2020,Patna,3,703982,1458184901
bihar,2020,Bhagalpur,3,700852,2260908346
bihar,2020,East Champaran,3,620915,1450876389
bihar,2020,Muzaffarpur,3,582293,1470096060
bihar,2020,West Champaran,3,514159,1199048552
bihar,2020,Patna,3,505848,885362370.4
bihar,2020,Purnia,3,487292,1268278392
bihar,2020,Darbhanga,3,460846,1163052301
bihar,2020,Gaya,3,437681,951169380.9
bihar,2020,patna,4,24443301,59562106826
bihar,2020,muzaffarpur,4,4970912,12202451466
bihar,2020,purbi champaran,4,4295258,11303073256
bihar,2020,gaya,4,3671183,8039045790
bihar,2020,madhubani,4,3371688,8381284791
bihar,2020,darbhanga,4,3297598,8213612835
bihar,2020,pashchim champaran,4,3212814,8105523399
bihar,2020,saran,4,3186771,7973001812
bihar,2020,bhagalpur,4,2991335,7190986202
bihar,2020,siwan,4,2923089,7277805274
bihar,2020,Patna,4,14983099,39976507363
bihar,2020,Patna,4,1139908,2310014022
bihar,2020,Patna,4,1049670,1699922493
bihar,2020,East Champaran,4,966905,2337922941
bihar,2020,West Champaran,4,798487,1955759732
bihar,2020,Muzaffarpur,4,792841,1898126377
bihar,2020,Gaya,4,720110,1504141595
bihar,2020,Bhagalpur,4,699980,1975708431
bihar,2020,Purnia,4,664144,1546080047
bihar,2020,Darbhanga,4,649173,1515856110
bihar,2020,patna,2,13807801,37859920785
bihar,2020,muzaffarpur,2,2572251,5903193156
bihar,2020,purbi champaran,2,2357758,5443836316
bihar,2020,gaya,2,1972685,4100072381
bihar,2020,pashchim champaran,2,1947807,4653237699
bihar,2020,madhubani,2,1777506,4146168147
bihar,2020,darbhanga,2,1660540,3932060944
bihar,2020,saran,2,1590231,3305092760
bihar,2020,bhagalpur,2,1561760,3998834365
bihar,2020,samastipur,2,1536299,3614031763
bihar,2020,Patna,2,9603835,29875811978
bihar,2020,Patna,2,459638,853125712.3
bihar,2020,Muzaffarpur,2,431943,1224107782
bihar,2020,West Champaran,2,425922,1018706621
bihar,2020,East Champaran,2,423263,933402653.3
bihar,2020,Bhagalpur,2,407349,1486861039
bihar,2020,Patna,2,315041,514113793.9
bihar,2020,Siwan,2,299693,804789205.1
bihar,2020,Gaya,2,278544,609750829
bihar,2020,Muzaffarpur,2,252601,607297891.8
bihar,2020,patna,1,15560992,39935619593
bihar,2020,muzaffarpur,1,2083611,4863182775
bihar,2020,purbi champaran,1,1671939,4068019842
bihar,2020,gaya,1,1524983,2986729749
bihar,2020,pashchim champaran,1,1495660,3918107336
bihar,2020,darbhanga,1,1296525,3181062830
bihar,2020,siwan,1,1271446,3110551571
bihar,2020,madhubani,1,1264352,3304637933
bihar,2020,samastipur,1,1233758,2987274106
bihar,2020,vaishali,1,1177251,2609194508
bihar,2020,Patna,1,10678852,31286535937
bihar,2020,Patna,1,830881,1040206593
bihar,2020,Patna,1,619137,1093347479
bihar,2020,West Champaran,1,463471,1269348692
bihar,2020,Siwan,1,420933,1299688428
bihar,2020,East Champaran,1,412961,896501184.1
bihar,2020,Muzaffarpur,1,360470,938996283.6
bihar,2020,Gaya,1,305370,606863253.9
bihar,2020,Darbhanga,1,284513,684507900
bihar,2020,Patna,1,272956,454569343.3
bihar,2022,patna,3,188665398,2.9886E+11
bihar,2022,muzaffarpur,3,16912765,33481627797
bihar,2022,purbi champaran,3,14515173,28167506673
bihar,2022,samastipur,3,12531008,23600501220
bihar,2022,sitamarhi,3,12134163,22642688424
bihar,2022,pashchim champaran,3,11723439,21455732877
bihar,2022,gaya,3,11189071,23491978227
bihar,2022,saran,3,10802033,20973427432
bihar,2022,darbhanga,3,10324556,19863946497
bihar,2022,madhubani,3,9999220,19516793345
bihar,2022,Patna,3,143978604,2.26645E+11
bihar,2022,Patna,3,14642589,22275896214
bihar,2022,Sitamarhi,3,6216302,10002272062
bihar,2022,Patna,3,4989994,4765165737
bihar,2022,Samastipur,3,4686576,7739632712
bihar,2022,Muzaffarpur,3,4602821,8050870275
bihar,2022,East Champaran,3,3626302,6160905019
bihar,2022,Patna,3,3427686,5587486836
bihar,2022,West Champaran,3,3049811,5227197307
bihar,2022,Siwan,3,2723175,5312121785
bihar,2022,patna,4,217434851,3.52394E+11
bihar,2022,purbi champaran,4,19272446,36872763823
bihar,2022,muzaffarpur,4,19056253,37684755617
bihar,2022,gaya,4,14024331,28395718045
bihar,2022,pashchim champaran,4,13798685,25203288881
bihar,2022,saran,4,13791757,26710050303
bihar,2022,vaishali,4,13468090,26133475409
bihar,2022,samastipur,4,13239614,25127091204
bihar,2022,madhubani,4,12545809,23814034851
bihar,2022,siwan,4,12408052,23745856585
bihar,2022,Patna,4,167166031,2.69653E+11
bihar,2022,Patna,4,17566147,27714143855
bihar,2022,Vaishali,4,4894839,8987133397
bihar,2022,Patna,4,4869130,4892331289
bihar,2022,Sitamarhi,4,4746967,7849350022
bihar,2022,Muzaffarpur,4,4374147,7621459037
bihar,2022,East Champaran,4,4219087,7363056995
bihar,2022,Siwan,4,3978487,7587321140
bihar,2022,West Champaran,4,3713414,6425533380
bihar,2022,Patna,4,3626280,5863096029
bihar,2022,patna,2,119754430,2.15949E+11
bihar,2022,muzaffarpur,2,16060062,35870055221
bihar,2022,purbi champaran,2,14735078,32099286218
bihar,2022,bhagalpur,2,13606084,27138540976
bihar,2022,siwan,2,13494216,28063144037
bihar,2022,gaya,2,10986567,25092417405
